Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Maximum_length,Vertical_Distribution,Littoral,Continental_shelf,Continental_slope,Open_ocean,Habitat_soft,Habitat_rocky,Habitat_posidonia,Minimum_depth_m,Maximum_depth_m,Migration,Reproduction,Sex.reversal,Semelparity,Diet_type_Larvae,Behavior,Diet_type_Adult,Trophic_level,Vulnerability,Origin,LRFI,RedList,CryptoBenthic,NI,GF,commercial_level,SHarK,DP,B,Fishbase_link,all_commercial_level,highly_commercial_only,SSTmin,SSTmax,SSTmean,SSTmedian,SSS10th,SSS20th,SSS30th,SSS40th,SSS60th,SSS70th,SSS80th,SSS90th,mode,max_depth,m.cluster_core,TopPred,crypto_Brandl
Leucoraja fullonica,403,chondrichtyen,Rajiformes,Rajidae,Leucoraja,VU,95,115,Benthic,0,1,1,0,1,0,0,100,400,no,Oviparous,no,no,NA,NA,Carnivorous,3.5,NA,U,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Leucoraja-fullonica.html,0,0,5.577000141,20.43099976,11.95961873,10.88000011,9.399999619,9.998999596,10.26599979,10.52900028,11.49219971,12.54300022,13.47500038,16.92499924,10.33199978,2.602059991,2,0,0
Leucoraja melitensis,113,chondrichtyen,Rajiformes,Rajidae,Leucoraja,CR,45,50,Benthic,0,1,1,0,1,0,0,60,600,no,Oviparous,no,no,no,Solitary,Carnivorous,3.3,NA,E,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Leucoraja-melitensis.html,0,0,15.98900032,21.84199905,19.78431641,19.62100029,18.61479988,19.05400085,19.3029995,19.48019981,19.89279976,20.31160049,20.82500076,21.4090004,19.59000015,2.77815125,2,0,0
Leucoraja naevus,406,chondrichtyen,Rajiformes,Rajidae,Leucoraja,LC,65,72,Benthic,0,1,0,0,1,0,0,50,200,no,Oviparous,no,no,NA,NA,Carnivorous,4.2,NA,U,1,0,0,0,1,,1,0,1,http://fishbase.org/summary/Leucoraja-naevus.html,0,0,5.702000141,23.32799911,13.98839266,12.54050016,10.06999969,10.39999962,10.79899979,11.41399956,13.70899963,16.92399979,18.94400024,19.63899994,10.39000034,2.301029996,2,1,0
Lichia amia,333,osteichthyen,Perciformes,Carangidae,Lichia,LC,100,200,Pelagic,1,1,0,0,0,0,0,1,60,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Carnivorous,4.5,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Lichia-amia.html,0,0,14.04699993,29.67399979,21.31160165,20.20149994,17.98200035,18.79599953,19.30500031,19.60000038,21.28000069,22.19459991,24.93239937,26.83459969,19.54800034,1.77815125,7,1,0
Lipophrys pholis,26,osteichthyen,Perciformes,Blenniidae,Lipophrys,LC,14,18,Benthic,1,0,0,0,0,1,1,1,3,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,3.1,NA,A,0,0,0,1,4,,0,0,1,http://fishbase.org/summary/Lipophrys-pholis.html,0,0,8.152999878,23.51199913,16.99050332,18.85099983,10.57729979,11.68000031,13.87990007,18.20420036,19.30400085,19.67010002,20.2140007,21.13470039,19.59000015,0.477121255,4,0,1
Lipophrys trigloides,337,osteichthyen,Perciformes,Blenniidae,Lipophrys,LC,11.5,13,Benthic,1,0,0,0,0,1,0,0,2,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,4.5,NA,U,0,0,0,0,4,non commercial,0,0,1,http://fishbase.org/summary/Lipophrys-trigloides.html,0,0,15.04500008,28.47200012,19.96786643,19.6989994,18.36340065,18.72699928,18.99900055,19.30259972,20.09579964,20.44380035,20.96019936,21.55259972,18.68400002,0.301029996,4,0,1
Lithognathus mormyrus,338,osteichthyen,Perciformes,Sparidae,Lithognathus,LC,35,50,Benthic,1,0,0,0,1,0,0,5,50,no,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,3.4,NA,U,1,0,0,0,0,commercial,0,0,1,http://fishbase.org/summary/Lithognathus-mormyrus.html,1,0,12.51200008,30.95299911,22.09218335,21.16500092,16.93229961,18.66359978,19.33799934,20.05900002,22.85400009,25.68899918,26.88500023,27.85400009,27.86100006,1.698970004,0,0,0
Liza carinata,156,osteichthyen,Perciformes,Mugilidae,Liza,NA,18,30,Pelagic,1,0,0,1,0,0,0,1,10,Anadromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,2.6,NA,L,1,0,0,1,0,,0,1,0,http://fishbase.org/summary/Liza-carinata.html,0,0,21.0340004,32.25099945,28.04270514,28.47599983,26.28700066,26.90200043,27.55699921,28.02799988,28.78899956,29.01300049,29.14299965,29.38400078,29.1079998,1,0,0,0
Lobianchia dofleini,551,osteichthyen,Myctophiformes,Myctophidae,Lobianchia,LC,3,5,Pelagic,0,0,0,1,0,0,0,1,4000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Lobianchia-dofleini.html,0,0,3.743000031,30.79500008,19.61679534,20.01099968,12.16100025,15.24800014,17.27300072,18.75099945,21.42399979,22.96299934,24.55999947,26.02099991,20.02400017,3.602059991,3,0,0
Lobianchia gemellarii,552,osteichthyen,Myctophiformes,Myctophidae,Lobianchia,LC,4,6,Pelagic,0,0,0,1,0,0,0,25,800,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Lobianchia-gemellarii.html,0,0,2.398000002,31.86700058,21.79842877,23.47500038,11.75,17.29199982,19.45899963,21.11599922,25.40399933,26.44599915,27.43099976,28.09499931,27.88800049,2.903089987,3,0,0
Lobotes surinamensis,641,osteichthyen,Perciformes,Lobotidae,Lobotes,LC,80,100,Demersal,1,0,0,0,1,0,0,1,10,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Lobotes-surinamensis.html,0,0,7.943999767,31.94400024,25.05184186,26.24900055,18.95400047,22.17000008,23.95100021,25.23500061,27.10000038,27.71699905,28.20999908,29.05900002,27.84000015,1,1,1,0
Lophius budegassa,342,osteichthyen,Lophiiformes,Lophiidae,Lophius,DD,50,100,Benthic,1,1,0,0,1,1,0,10,850,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.4,NA,U,1,0,0,0,1,highly commercial,0,0,1,http://fishbase.org/summary/Lophius-budegassa.html,1,1,5.702000141,26.72800064,17.50030644,19.08399963,10.17800045,12.50359993,15.89540024,18.50699997,19.51000023,20.00200081,20.78100014,21.71219978,19.26799965,2.929418926,2,1,0
Lophius piscatorius,343,osteichthyen,Lophiiformes,Lophiidae,Lophius,LC,120,200,Benthic,1,1,1,1,1,1,0,10,1000,no,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,4.5,NA,U,1,0,0,0,15,,0,0,1,http://fishbase.org/summary/Lophius-piscatorius.html,0,0,2.398000002,30.43700027,15.86429399,14.19150019,8.107999802,9.508999825,10.40499973,11.48700047,18.88299942,20.04400063,22.18340034,26.54569969,10.33199978,3,0,1,0
Lophotus lacepede,584,osteichthyen,Lampridiformes,Lophotidae,Lophotus,LC,100,180,Pelagic,0,0,0,1,0,0,0,100,1000,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.5,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Lophotus-lacepede.html,0,0,14.59200001,30.36499977,24.03831162,25.13199997,19.0170002,20.05599976,23.08499908,24.36400032,25.77099991,26.28000069,26.73800087,27.0909996,26.77799988,3,3,1,0
Lutjanus argentimaculatus,157,osteichthyen,Perciformes,Lutjanidae,Lutjanus,LC,70,120,Demersal,0,1,0,0,0,1,0,10,120,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.6,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Lutjanus-argentimaculatus.html,0,0,10.45199966,32.85599899,27.08464363,28.58099937,20.88800049,25.78800011,27.13500023,28.12199974,28.96899986,29.24399948,29.45499992,29.86229992,29.35000038,2.079181246,0,0,0
Luvarus imperialis,344,osteichthyen,Perciformes,Luvaridae,Luvarus,LC,152,200,Pelagic,0,0,0,1,0,0,0,1,200,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.8,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Luvarus-imperialis.html,0,0,4.653999805,31.86700058,21.90739739,22.4489994,15.32400036,17.71299934,19.54100037,21.11199951,23.75900078,25.15600014,26.56699944,27.74200058,27.87000084,2.301029996,3,0,0
Macroramphosus scolopax,568,osteichthyen,Syngnathiformes,Centriscidae,Macroramphosus,LC,10,22,Demersal,0,1,0,0,1,1,0,1,30,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,NA,U,1,0,0,0,2,commercial,0,1,0,http://fishbase.org/summary/Macroramphosus-scolopax.html,0,0,3.207000017,30.92399979,19.01695982,19.43899918,10.14099979,12.61200047,15.77000046,17.98600006,21.13599968,23.54199982,25.53499985,27.0739994,28.15600014,1.477121255,1,0,0
Maurolicus muelleri,524,osteichthyen,Stomiiformes,Sternoptychidae,Maurolicus,LC,4,8,Pelagic,0,0,0,1,0,0,0,1,1500,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Maurolicus-muelleri.html,0,0,-0.021,31.94400024,19.73786859,21.16399956,8.197999954,10.81999969,15.61400032,18.77899933,24.0340004,26.19599915,27.46199989,28.29000092,28.18799973,3.176091259,5,0,0
Merlangius merlangus,345,osteichthyen,Gadiformes,Gadidae,Merlangius,LC,45,75,Demersal,0,1,0,0,1,1,1,30,100,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.4,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Merlangius-merlangus.html,0,0,0.888000011,22.02400017,11.1283222,10.32900047,5.534999847,7.321000099,8.812000275,9.857999802,10.85400009,12.29599953,15.20400047,18.97500038,10.33199978,2,1,0,0
Merluccius merluccius,346,osteichthyen,Gadiformes,Merluciidae,Merluccius,LC,80,110,Demersal,0,1,1,0,1,0,0,30,1000,no,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,4.4,NA,U,1,0,0,0,0,highly commercial,0,1,0,http://fishbase.org/summary/Merluccius-merluccius.html,1,1,1.949000001,30.79500008,16.42798486,17.20800018,8.760000229,10.08199978,10.82400036,12.72200012,19.20299911,20.14299965,21.93819962,26.98399925,27.86199951,3,0,1,0
Microchirus azevia,347,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,DD,35,40,Demersal,0,1,0,0,1,0,0,20,250,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Microchirus-azevia.html,0,0,15.35099983,29.85400009,20.76580449,20.05200005,18.06040001,18.93700027,19.31200027,19.59300041,20.45499992,21.16200066,22.49520073,25.62760048,19.59000015,2.397940009,1,0,0
Microchirus ocellatus,349,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,DD,15,22,Benthic,0,1,1,0,1,0,0,10,100,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Microchirus-ocellatus.html,0,0,16.73200035,20.00900078,19.04712416,19.38299942,17.65500069,18.71999931,19.04000092,19.27400017,19.46999931,19.52599907,19.56999969,19.60300064,19.54800034,2,2,0,0
Microchirus variegatus,618,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,LC,16.5,20,Benthic,0,0,1,0,1,0,0,50,300,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,NA,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Microchirus-variegatus.html,0,0,9.078000069,20.43099976,14.80537636,12.88099957,11.1645998,11.56999969,12.03979988,12.65039978,16.75600052,18.46079941,19.28899956,19.47340012,19.39500046,2.477121255,2,0,0
Microichthys coccoi,87,osteichthyen,Perciformes,Epigonidae,Microichthys,LC,2,3,Demersal,0,0,0,1,0,0,0,50,550,no,NA,no,no,NA,NA,Carnivorous,3.1,NA,E,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Microichthys-coccoi.html,0,0,18.16699982,28.95899963,24.65909768,25.5720005,21.48669968,22.24839973,24.29120026,25.15659981,25.89900017,26.1779995,26.54360008,27.04299927,26.02199936,2.740362689,1,0,0
Microichthys sanzoi,88,osteichthyen,Perciformes,Epigonidae,Microichthys,DD,5,6,Demersal,0,0,0,1,0,0,0,50,500,no,NA,no,no,NA,NA,Carnivorous,3.2,NA,E,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Microichthys-sanzoi.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.698970004,1,0,0
Microlipophrys adriaticus,84,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,4.5,5.5,Benthic,1,0,0,0,0,1,0,0.5,2,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,3.4,NA,E,0,0,1,0,4,,0,0,1,http://fishbase.org/summary/Lipophrys-adriaticus.html,0,0,18.49200058,21.80599976,19.83894595,19.93599987,19.18390007,19.42479935,19.66219997,19.82719955,20.0340004,20.1493,20.26080017,20.34409981,20.33300018,0.301029996,4,0,1
Microlipophrys canevae,334,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,6.5,8,Benthic,1,0,0,0,0,1,0,0.5,2,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,2.1,NA,U,0,0,1,0,4,,0,0,1,http://fishbase.org/summary/Microlipophrys-canevae.html,0,0,15.04500008,21.80599976,18.60523879,18.96500015,16.4260006,17.15500069,18.4829998,18.71100044,19.21999931,19.3579998,19.59900093,20.14500046,19.35400009,0.301029996,4,0,1
Microlipophrys dalmatinus,335,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,3.5,4.5,Benthic,1,0,0,0,1,0,0,0.5,2,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,4,NA,U,0,0,1,0,4,,0,0,1,http://fishbase.org/summary/Lipophrys-dalmatinus.html,0,0,15.04500008,21.80599976,18.5433189,19.00600052,16.20000076,16.94300079,17.57999992,18.71999931,19.26099968,19.45100021,19.89699936,20.21800041,18.65999985,0.301029996,4,0,1
Microlipophrys nigriceps,86,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,3.5,4.5,Benthic,1,0,0,0,0,1,0,1,5,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,3.2,NA,E,0,0,1,0,4,,0,0,1,http://fishbase.org/summary/Microlipophrys-nigriceps.html,0,0,17.65099907,21.80599976,19.19333496,19.17950058,18.54040012,18.68400002,18.8029995,18.99079933,19.30120049,19.4279995,19.75919914,20.08799934,18.64299965,0.698970004,4,0,1
Micromesistius poutassou,350,osteichthyen,Gadiformes,Gadidae,Micromesistius,NA,30,45,Pelagic,0,0,1,0,0,0,0,30,400,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.1,NA,U,1,0,0,0,3,highly commercial,0,1,0,http://fishbase.org/summary/Micromesistius-poutassou.html,1,1,-0.799000025,25.87700081,12.1827394,10.92800045,4.339000225,6.835999966,8.593000412,9.802000046,13.55000019,16.48999977,18.99900055,20.42200089,9.909999847,2.602059991,0,0,0
Microstoma microstoma,534,osteichthyen,Osmeriformes,Microstomatidae,Microstoma,LC,15,21,Pelagic,0,0,0,1,0,0,0,20,200,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.4,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Microstoma-microstoma.html,0,0,4.078000069,32.81999969,23.20897753,24.69599915,14.71500015,18.14500046,20.62299919,22.70700073,26.25499916,27.35499954,27.99600029,29.03499985,27.87800026,2.301029996,5,0,0
Millerigobius macrocephalus,89,osteichthyen,Perciformes,Gobiidae,Millerigobius,LC,4.25,5,Benthic,1,0,0,0,0,1,0,0.5,4,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,3.2,NA,E,0,0,1,0,4,non commercial,0,0,1,http://fishbase.org/summary/Millerigobius-macrocephalus.html,0,0,17.63500023,19.7859993,19.32748539,19.56699944,18.58039951,19.05420074,19.35390015,19.51340027,19.58079948,19.59600067,19.61139984,19.62969933,19.62400055,0.602059991,4,0,1
Minyichthys sentus,351,osteichthyen,Syngnathiformes,Syngnathidae,Minyichthys,DD,5,6,Benthic,0,1,1,1,1,1,0,50,100,no,Ovoviviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Minyichthys-sentus.html,0,0,17.63500023,22.19400024,20.17236665,20.49699974,18.65999985,19.01340027,19.3805994,20.16200066,20.68000031,20.87869987,21.16799927,21.44090004,20.78000069,2,0,0,1
Mobula mobular,352,chondrichtyen,Rajiformes,Mobulidae,Mobula,EN,425,550,Pelagic,0,1,0,0,0,0,0,0.5,20,Oceanodromous,Ovoviviparous,no,no,no,Gregarious,Carnivorous,3.7,NA,U,1,1,0,0,3,,1,1,0,http://fishbase.org/summary/Mobula-mobular.html,0,0,12.62199974,30.95299911,23.72670561,27.05999947,16.03720055,18.47999954,19.54199982,20.90200043,27.65119934,27.92399979,28.24900055,28.92499924,27.86000061,1.301029996,31,0,0
Mola mola,353,osteichthyen,Tetraodontiformes,Molidae,Mola,VU,150,300,Pelagic,0,0,1,0,0,0,0,1,360,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.7,NA,U,1,1,0,0,3,non commercial,0,1,0,http://fishbase.org/summary/Mola-mola.html,0,0,-0.442000002,32.15100098,21.90013964,24.13800049,11.14400005,16.39100075,19.72299957,22.20499992,25.61400032,26.70700073,27.54700089,28.21500015,27.84000015,2.556302501,0,0,0
Molva dypterygia,575,osteichthyen,Gadiformes,Gadidae,Molva,NA,60,70,Demersal,0,0,1,1,NA,1,0,200,1000,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.5,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Molva-dypterygia.html,0,0,-0.744000018,22.02400017,11.69627005,10.47999954,5.535599947,8.630999565,9.43200016,10.0170002,11.32699966,13.05109968,17.01380005,19.52400017,10.13000011,3,1,1,0
Molva molva,576,osteichthyen,Gadiformes,Gadidae,Molva,NA,140,200,Demersal,0,0,1,1,0,1,0,50,300,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.4,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Molva-molva.html,0,0,4.234000206,19.62599945,11.37292739,10.70199966,9.197999954,9.781999588,10.13799953,10.38199997,11.11299992,11.98999977,13.04199982,14.43599987,10.51000023,2.477121255,28,1,0
Monochirus hispidus,348,osteichthyen,Pleuronectiformes,Soleidae,Monochirus,LC,11,12,Demersal,0,1,1,0,1,0,0,10,100,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,NA,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Monochirus-hispidus.html,0,0,15.04500008,30.31299973,21.86607454,20.91500092,18.32520065,19.31500053,19.88759995,20.37680054,21.61300087,24.00940056,24.90200043,27.36040001,20.40600014,2,1,0,0
Mora moro,579,osteichthyen,Gadiformes,Moridae,Mora,LC,50,65,Demersal,0,0,1,0,1,0,0,200,800,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.8,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Mora-moro.html,0,0,2.77699995,28.66200066,17.13057052,18.18400002,8.911999702,11.3579998,14.27200031,16.73800087,19.3220005,20.59700012,22.04899979,23.8010006,18.65999985,2.903089987,1,0,0
Mugil cephalus,354,osteichthyen,Perciformes,Mugilidae,Mugil,LC,75,120,Pelagic,1,0,0,0,1,1,0,1,10,Catadromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,2.5,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Mugil-cephalus.html,0,0,-1.315000057,32.81999969,20.56450169,25.83600044,0.995999992,10.60900021,18.24200058,22.18199921,27.26300049,28.17200089,28.80699921,29.35899925,29.29599953,1,3,0,0
Mullus barbatus,355,osteichthyen,Perciformes,Mullidae,Mullus,LC,20,30,Benthic,0,1,1,0,1,0,0,30,300,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,NA,U,1,0,0,0,1,highly commercial,0,0,1,http://fishbase.org/summary/Mullus-barbatus+barbatus.html,1,1,6.289999962,23.44799995,15.67454376,15.49199963,10.30900002,10.86100006,12.21899986,13.68279991,18.31940002,19.1439991,19.81200027,21.07099915,10.28199959,2.477121255,2,0,0
Mullus surmuletus,356,osteichthyen,Perciformes,Mullidae,Mullus,LC,27.5,45,Benthic,0,1,1,0,1,0,0,3,80,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,NA,U,1,0,0,0,1,highly commercial,0,0,1,http://fishbase.org/summary/Mullus-surmuletus.html,1,1,5.577000141,30.69400024,16.75250505,17.76499939,10.01599979,10.47999954,11.38500023,13.24400043,19.11300087,19.87199974,21.29899979,26.76600075,10.33199978,1.903089987,2,0,0
Muraena helena,357,osteichthyen,Anguilliformes,Muraenidae,Muraena,LC,125,150,Benthic,0,1,0,0,0,1,0,5,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.2,NA,U,1,0,0,0,1,commercial,0,0,1,http://fishbase.org/summary/Muraena-helena.html,0,0,9.75399971,30.18799973,18.64390494,19.32299995,12.76299953,14.39939995,17.71659927,18.82079926,19.80500031,20.36700058,21.17499924,22.65699959,19.57999992,1.698970004,2,0,0
Muraenesox cinereus,159,osteichthyen,Anguilliformes,Muraenesocidae,Muraenesox,LC,150,200,Benthic,1,1,1,0,1,0,0,10,300,Oceanodromous,Oviparous,no,yes,Planktotrophic,Solitary,Piscivorous,4.1,NA,L,1,0,0,1,0,,0,0,1,http://fishbase.org/summary/Muraenesox-cinereus.html,0,0,11.86100006,32.77999878,26.14885048,27.74399948,18.63599968,23.84600067,25.9829998,26.81800079,28.39800072,28.83399963,29.12899971,29.38899994,29.27799988,2.477121255,0,1,0
Mustelus asterias,358,chondrichtyen,Carcharhiniformes,Triakidae,Mustelus,NT,115,150,Demersal,1,0,0,0,1,0,0,10,200,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,3.6,NA,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Mustelus-asterias.html,0,0,4.928999901,23.32799911,14.49331133,13.46899986,9.654300117,10.20800018,10.70290003,11.68500042,15.75980015,18.61209965,19.44400024,20.28300095,10.33199978,2.301029996,1,0,0
Mustelus mustelus,359,chondrichtyen,Carcharhiniformes,Triakidae,Mustelus,EN,110,160,Demersal,0,1,0,0,1,1,0,10,60,no,Viviparous,no,no,no,Gregarious,Carnivorous,3.8,NA,U,1,1,0,0,2,highly commercial,1,1,0,http://fishbase.org/summary/Mustelus-mustelus.html,1,1,5.702000141,30.79500008,19.16772628,19.3239994,10.35499954,11.53100014,15.50399971,18.32799911,20.53100014,23.14299965,26.68099976,27.72400093,27.87000084,1.77815125,1,0,0
Mycteroperca rubra,360,osteichthyen,Perciformes,Serranidae,Mycteroperca,LC,45,80,Demersal,1,0,0,0,1,1,0,15,50,no,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,4.1,NA,U,1,0,0,0,6,,0,1,0,http://fishbase.org/summary/Mycteroperca-rubra.html,0,0,16.73200035,29.3939991,21.93898927,21.15699959,19.25499916,19.57500076,19.95599937,20.45080032,21.69000053,23.11700058,24.71100044,26.38880005,19.57999992,1.698970004,8,0,0
Myctophum punctatum,553,osteichthyen,Myctophiformes,Myctophidae,Myctophum,LC,5,11,Pelagic,0,0,0,1,0,0,0,1,1000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.4,NA,U,0,0,0,0,3,non commercial,0,1,0,http://fishbase.org/summary/Myctophum-punctatum.html,0,0,-0.799000025,31.21500015,15.8597057,18.02899933,2.226999998,6.931000233,10.25300026,13.52299976,19.49699974,21.38999939,25.40999985,26.99300003,26.8239994,3,3,0,0
Myliobatis aquila,361,chondrichtyen,Rajiformes,Myliobatidae,Myliobatis,CR,110,180,Demersal,1,0,0,0,1,0,0,10,60,no,Ovoviviparous,no,no,no,Gregarious,Carnivorous,3.6,NA,U,1,1,0,0,2,non commercial,1,1,0,http://fishbase.org/summary/Myliobatis-aquila.html,0,0,5.811999798,30.95299911,20.31271797,20.17900085,12.42770033,15.6590004,18.50300026,19.32500076,21.38120041,22.8220005,26.24399948,27.67300034,27.86199951,1.77815125,1,0,0
Myxine glutinosa,501,agnathe,Myxiniformes,Myxinidae,Myxine,LC,50,80,Benthic,0,0,0,1,1,0,0,20,600,no,Oviparous,no,no,no,Both,Carnivorous,4.5,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Myxine-glutinosa.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77815125,2,1,0
Nansenia iberica,90,osteichthyen,Osmeriformes,Microstomatidae,Nansenia,DD,NA,25,Pelagic,0,0,0,1,0,0,0,500,600,no,Oviparous,no,no,Planktotrophic,Both,Carnivorous,3.4,NA,E,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Nansenia-iberica.html,0,0,10.3409996,12.31099987,11.05955469,10.95949984,10.51229992,10.63500023,10.74879961,10.86719971,11.04899979,11.20310011,11.38340015,11.95169983,10.83199978,2.77815125,5,0,0
Nansenia oblita,535,osteichthyen,Osmeriformes,Microstomatidae,Nansenia,NA,7,18,Pelagic,0,0,0,1,0,0,0,300,500,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.2,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Nansenia-oblita.html,0,0,3.596999884,24.93300056,13.84196005,11.67099953,7.044000149,8.112999916,8.977000237,9.791000366,16.03700066,18.76399994,21.3262001,22.53060036,8.526000023,2.698970004,5,0,0
Naucrates ductor,588,osteichthyen,Perciformes,Carangidae,Naucrates,LC,40,70,Pelagic,0,0,0,1,0,0,0,1,15,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Naucrates-ductor.html,0,0,1.929999948,32.85599899,24.60855886,27.32900047,15.30980034,19.57600021,24.36000061,26.40600014,28.00399971,28.47500038,29.02099991,29.41600037,29.27799988,1.176091259,5,0,0
Nemichthys scolopaceus,362,osteichthyen,Anguilliformes,Nemichthyidae,Nemichthys,LC,NA,130,Pelagic,0,1,1,1,0,0,0,1,3600,Oceanodromous,Oviparous,no,yes,Planktotrophic,Both,Carnivorous,3.5,NA,U,1,0,0,0,0,,0,1,0,http://fishbase.org/summary/Nemichthys-scolopaceus.html,0,0,-0.721000016,32.85599899,22.15854339,24.46299934,11.02080002,16.85400009,20.08200073,22.41900063,26.0720005,27.24300003,27.98500061,28.85700035,27.90600014,3.556302501,0,0,0
Nemipterus japonicus,160,osteichthyen,Perciformes,Nemipteridae,Nemipterus,LC,5,80,Demersal,1,0,0,0,1,0,0,5,80,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.8,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Nemipterus-japonicus.html,0,0,20.98200035,32.85599899,28.05333701,28.29999924,26.15049934,26.89699936,27.4489994,27.95299911,28.70400047,29.00399971,29.19599915,29.51000023,29.04199982,1.903089987,1,0,0
